transaction_date,transaction_qty,unit_price,Total_Bill,product_category,product_detail,Size,Month Name,Day Name,Hour
2023-05-10,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,14
2023-05-11,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,9
2023-05-11,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,9
2023-05-11,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,17
2023-05-11,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,19
2023-05-13,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,10
2023-05-13,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,16
2023-05-13,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,17
2023-05-14,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,8
2023-05-14,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,14
2023-05-15,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,7
2023-05-15,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,9
2023-05-15,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,10
2023-05-15,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,15
2023-05-15,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,15
2023-05-16,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,13
2023-05-16,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,17
2023-05-17,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,9
2023-05-17,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,9
2023-05-17,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,9
2023-05-18,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,9
2023-05-18,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,11
2023-05-18,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,14
2023-05-18,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,18
2023-05-19,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,7
2023-05-19,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,9
2023-05-19,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,9
2023-05-19,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,10
2023-05-19,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,15
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,8
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,8
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,9
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,9
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,10
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,10
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,10
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,11
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,14
2023-05-20,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,19
2023-05-21,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,8
2023-05-21,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,10
2023-05-22,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,8
2023-05-22,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,10
2023-05-22,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,11
2023-05-22,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,11
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,12
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,12
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,14
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,15
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,16
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,16
2023-05-23,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,16
2023-05-24,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,16
2023-05-24,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,16
2023-05-25,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,8
2023-05-25,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,8
2023-05-25,1,3.0,3.0,Tea,Peppermint,Large,May,Thursday,11
2023-05-26,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,7
2023-05-26,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,10
2023-05-26,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,15
2023-05-26,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,15
2023-05-26,1,3.0,3.0,Tea,Peppermint,Large,May,Friday,18
2023-05-27,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,11
2023-05-27,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,16
2023-05-27,1,3.0,3.0,Tea,Peppermint,Large,May,Saturday,19
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,13
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,14
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,14
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,14
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,16
2023-05-28,1,3.0,3.0,Tea,Peppermint,Large,May,Sunday,17
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,9
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,9
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,12
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,13
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,14
2023-05-29,1,3.0,3.0,Tea,Peppermint,Large,May,Monday,16
2023-05-30,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,9
2023-05-30,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,10
2023-05-30,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,16
2023-05-30,1,3.0,3.0,Tea,Peppermint,Large,May,Tuesday,17
2023-05-31,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,10
2023-05-31,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,16
2023-05-31,1,3.0,3.0,Tea,Peppermint,Large,May,Wednesday,19
2023-03-02,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,11
2023-03-02,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,19
2023-03-03,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,12
2023-03-03,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,12
2023-03-03,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,13
2023-03-03,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,15
2023-03-04,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,11
2023-03-04,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,14
2023-03-04,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,18
2023-03-05,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,11
2023-03-05,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,14
2023-03-05,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,14
2023-03-05,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,15
2023-03-05,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,16
2023-03-07,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,10
2023-03-08,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,10
2023-03-08,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,12
2023-03-08,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,16
2023-03-08,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,19
2023-03-09,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,10
2023-03-11,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,9
2023-03-11,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,9
2023-03-11,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,17
2023-03-11,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,19
2023-03-13,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,7
2023-03-13,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,10
2023-03-13,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,14
2023-03-13,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,17
2023-03-14,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,8
2023-03-14,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,10
2023-03-15,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,9
2023-03-15,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,15
2023-03-15,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,16
2023-03-16,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,18
2023-03-17,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,7
2023-03-17,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,9
2023-03-17,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,9
2023-03-17,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,9
2023-03-18,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,8
2023-03-18,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,9
2023-03-18,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,10
2023-03-18,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,18
2023-03-19,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,7
2023-03-19,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,10
2023-03-19,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,15
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,7
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,8
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,8
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,9
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,10
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,10
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,14
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,14
2023-03-20,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,19
2023-03-21,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,8
2023-03-21,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,10
2023-03-22,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,10
2023-03-23,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,11
2023-03-23,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,14
2023-03-23,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,15
2023-03-23,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,16
2023-03-23,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,17
2023-03-24,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,16
2023-03-24,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,19
2023-03-25,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,8
2023-03-25,1,3.0,3.0,Tea,Peppermint,Large,March,Saturday,9
2023-03-26,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,7
2023-03-26,1,3.0,3.0,Tea,Peppermint,Large,March,Sunday,15
2023-03-27,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,8
2023-03-27,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,9
2023-03-27,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,11
2023-03-27,1,3.0,3.0,Tea,Peppermint,Large,March,Monday,16
2023-03-28,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,7
2023-03-28,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,14
2023-03-28,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,14
2023-03-28,1,3.0,3.0,Tea,Peppermint,Large,March,Tuesday,17
2023-03-29,1,3.0,3.0,Tea,Peppermint,Large,March,Wednesday,13
2023-03-30,1,3.0,3.0,Tea,Peppermint,Large,March,Thursday,9
2023-03-31,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,16
2023-03-31,1,3.0,3.0,Tea,Peppermint,Large,March,Friday,17
2023-04-01,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,11
2023-04-03,1,3.0,3.0,Tea,Peppermint,Large,April,Monday,12
2023-04-03,1,3.0,3.0,Tea,Peppermint,Large,April,Monday,12
2023-04-04,1,3.0,3.0,Tea,Peppermint,Large,April,Tuesday,11
2023-04-04,1,3.0,3.0,Tea,Peppermint,Large,April,Tuesday,16
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,11
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,14
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,14
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,15
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,16
2023-04-05,1,3.0,3.0,Tea,Peppermint,Large,April,Wednesday,19
2023-04-07,1,3.0,3.0,Tea,Peppermint,Large,April,Friday,10
2023-04-07,1,3.0,3.0,Tea,Peppermint,Large,April,Friday,18
2023-04-08,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,10
2023-04-08,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,12
2023-04-08,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,13
2023-04-08,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,16
2023-04-08,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,19
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,8
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,8
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,9
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,9
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,12
2023-04-09,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,16
2023-04-10,1,3.0,3.0,Tea,Peppermint,Large,April,Monday,9
2023-04-13,1,3.0,3.0,Tea,Peppermint,Large,April,Thursday,7
2023-04-13,1,3.0,3.0,Tea,Peppermint,Large,April,Thursday,10
2023-04-13,1,3.0,3.0,Tea,Peppermint,Large,April,Thursday,14
2023-04-13,1,3.0,3.0,Tea,Peppermint,Large,April,Thursday,16
2023-04-14,1,3.0,3.0,Tea,Peppermint,Large,April,Friday,8
2023-04-14,1,3.0,3.0,Tea,Peppermint,Large,April,Friday,10
2023-04-15,1,3.0,3.0,Tea,Peppermint,Large,April,Saturday,15
2023-04-16,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,13
2023-04-16,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,17
2023-04-16,1,3.0,3.0,Tea,Peppermint,Large,April,Sunday,18
